,CAISO
6842,0.0
6843,0.0
6844,0.0
6845,0.0
6846,2.727987256964362
6847,563.3293685631407
6848,2854.8386644132047
6849,4941.748915990942
6850,5835.164742646771
6851,6594.909193711345
6852,6815.876161525459
6853,6881.347855692604
6854,6523.981525030272
6855,6020.6678761203475
6856,4105.620821731365
6857,1156.6665969528897
6858,0.0
6859,0.0
6860,0.0
6861,0.0
6862,0.0
6863,0.0
6864,0.0
6865,0.0
6866,0.0
6867,0.0
6868,0.0
6869,0.0
6870,0.0
6871,925.6516644447116
6872,4111.648448336219
6873,6638.083037072932
6874,7559.4885929651455
6875,7760.471064450083
6876,7713.763870372596
6877,7686.871849540106
6878,7495.796964677665
6879,6836.23476952287
6880,5108.068588655909
6881,1963.1175207718882
6882,0.0
6883,0.0
6884,0.0
6885,0.0
6886,0.0
6887,0.0
6888,0.0
6889,0.0
6890,0.0
6891,0.0
6892,0.0
6893,0.0
6894,2.8492919085194464
6895,588.3787791092658
6896,2981.783982265601
6897,5161.492292282977
6898,6094.635392323097
6899,6888.163188845761
6900,7118.955833435838
6901,7187.338839240304
6902,6814.081599224256
6903,6288.387242102419
6904,4288.1843223217675
6905,1208.0997692122455
6906,0.0
6907,0.0
6908,0.0
6909,0.0
6910,0.0
6911,0.0
6912,0.0
6913,0.0
6914,0.0
6915,0.0
6916,0.0
6917,0.0
6918,0.0
6919,1196.0741983793712
6920,4955.945467325127
6921,7545.9818256073295
6922,7860.853278197146
6923,8107.939904187765
6924,8125.432762664977
6925,7982.209983882804
6926,7899.118906116047
6927,7613.7666522065265
6928,6138.900021846589
6929,2042.2912272145018
6930,0.0
6931,0.0
6932,0.0
6933,0.0
6934,0.0
6935,0.0
6936,0.0
6937,0.0
6938,0.0
6939,0.0
6940,0.0
6941,0.0
6942,0.0
6943,825.8605148786671
6944,3927.425559645217
6945,6220.070818043431
6946,7136.2818849772
6947,7688.2672889388405
6948,7640.268558159568
6949,7644.50374028715
6950,7866.144938297323
6951,7120.752883842731
6952,5286.919022599331
6953,2066.7688782604596
6954,0.0
6955,0.0
6956,0.0
6957,0.0
6958,0.0
6959,0.0
6960,0.0
6961,0.0
6962,0.0
6963,0.0
6964,0.0
6965,0.0
6966,0.0
6967,628.9759625112372
6968,2574.9153247885656
6969,4391.317303482345
6970,5718.355833082712
6971,5983.1878172979705
6972,5600.332883595478
6973,5332.622290856141
6974,5014.536048945424
6975,3935.0578524158414
6976,2536.0541097135015
6977,879.4149041061005
6978,0.0
6979,0.0
6980,0.0
6981,0.0
6982,0.0
6983,0.0
6984,0.0
6985,0.0
6986,0.0
6987,0.0
6988,0.0
6989,0.0
6990,0.0
6991,923.0717208105204
6992,4111.864938155954
6993,6766.298977519124
6994,7544.6886104283085
6995,7796.435443376632
6996,7652.717902727972
6997,7497.425795047206
6998,7256.288981878312
6999,6406.522852271136
7000,4279.696160121503
7001,1250.0532394675388
7002,14.46820879013355
7003,0.0
7004,0.0
7005,0.0
7006,0.0
7007,0.0
7008,0.0
7009,0.0
7010,0.0
7011,0.0
7012,0.0
7013,0.0
7014,0.0
7015,359.7032171199824
7016,2799.1190824297046
7017,5515.449329173065
7018,6989.947040621246
7019,7152.669924556475
7020,7281.135359242184
7021,7449.567818052334
7022,7176.935617774888
7023,6426.126521722862
7024,4322.148180314709
7025,994.8934219548721
7026,0.0
7027,0.0
7028,0.0
7029,0.0
7030,0.0
7031,0.0
7032,0.0
7033,0.0
7034,0.0
7035,0.0
7036,0.0
7037,0.0
7038,0.0
7039,731.9415264662115
7040,3279.863467615912
7041,4985.813456752193
7042,6030.624106296119
7043,6782.658145253559
7044,7317.501692043903
7045,7539.476115756531
7046,7164.415882586917
7047,5954.0812015676265
7048,3961.0953196994974
7049,1073.5142388171103
7050,2.8703589273184766
7051,0.0
7052,0.0
7053,0.0
7054,0.0
7055,0.0
7056,0.0
7057,0.0
7058,0.0
7059,0.0
7060,0.0
7061,0.0
7062,0.0
7063,626.1593757327068
7064,2563.384721248999
7065,4371.652758261988
7066,5692.748740929163
7067,5956.394793869251
7068,5575.25430429282
7069,5308.742533385993
7070,4992.080698061215
7071,3917.436460533686
7072,2524.697528698008
7073,875.4768388390936
7074,0.0
7075,0.0
7076,0.0
7077,0.0
7078,0.0
7079,0.0
7080,0.0
7081,0.0
7082,0.0
7083,0.0
7084,0.0
7085,0.0
7086,0.0
7087,274.06209586775424
7088,1802.571020788725
7089,3235.269619512025
7090,3987.2692728076927
7091,4484.146080763052
7092,4965.425858872279
7093,4395.02019592801
7094,2852.0283147213454
7095,1856.0465516897502
7096,790.9922279109979
7097,133.68882725256304
7098,0.0
7099,0.0
7100,0.0
7101,0.0
7102,0.0
7103,0.0
7104,0.0
7105,0.0
7106,0.0
7107,0.0
7108,0.0
7109,0.0
7110,0.0
7111,604.0886818051381
7112,4019.138407171282
7113,6629.3861145196115
7114,7707.97671251685
7115,7755.719205111127
7116,7378.650947274694
7117,6853.483528737647
7118,6494.927665988791
7119,5866.480569594735
7120,3672.2745834251054
7121,676.1895889883319
7122,0.0
7123,0.0
7124,0.0
7125,0.0
7126,0.0
7127,0.0
7128,0.0
7129,0.0
7130,0.0
7131,0.0
7132,0.0
7133,0.0
7134,0.0
7135,357.9298687284316
7136,2785.319335620851
7137,5488.257987169284
7138,6955.486377631466
7139,7117.407032532423
7140,7245.2391285068625
7141,7412.841209895573
7142,7141.553095105373
7143,6394.44551196587
7144,4300.839851228932
7145,989.9885654909398
7146,0.0
7147,0.0
7148,0.0
7149,0.0
7150,0.0
7151,0.0
7152,0.0
7153,0.0
7154,0.0
7155,0.0
7156,0.0
7157,0.0
7158,0.0
7159,351.88638126626495
7160,2979.0874809054462
7161,4926.4093377277095
7162,5868.031228338363
7163,6834.6327077426085
7164,6530.533365907565
7165,5575.878646361123
7166,5592.169682530858
7167,5045.876936305762
7168,2938.902925020101
7169,452.8908055186187
7170,0.0
7171,0.0
7172,0.0
7173,0.0
7174,0.0
7175,0.0
7176,0.0
7177,0.0
7178,0.0
7179,0.0
7180,0.0
7181,0.0
7182,361.50336397040076
7183,2906.0386700566323
7184,5992.829022098465
7185,7395.406027270446
7186,7490.685983665745
7187,7483.680104519032
7188,7140.392026330086
7189,6977.855630126339
7190,6037.666648637429
7191,3710.313596099307
7192,11.209406634741107
7193,0.0
7194,0.0
7195,0.0
7196,0.0
7197,0.0
7198,0.0
7199,0.0
7200,0.0
7201,0.0
7202,0.0
7203,0.0
7204,0.0
7205,0.0
7206,0.0
7207,374.8017008994109
7208,3154.8933173207915
7209,5894.693750895484
7210,7023.783874854959
7211,7188.696623250701
7212,6821.390956369278
7213,6415.668115145666
7214,6197.346124371758
7215,5311.877105996901
7216,3211.113572455703
7217,710.2492232043836
7218,59.03126789165721
7219,56.22025513491164
7220,52.47223812591753
7221,52.47223812591753
7222,52.47223812591753
7223,51.535233873669
7224,0.0
7225,0.0
7226,0.0
7227,0.0
7228,0.0
7229,0.0
7230,0.0
7231,899.4571195812534
7232,4706.64199642949
7233,7132.656188575911
7234,8015.6361841993175
7235,8199.792275492893
7236,8043.744219186232
7237,8093.17559105977
7238,8126.129838975462
7239,7624.06217955403
7240,5557.636986722961
7241,1458.7100915622698
7242,15.507881372090578
7243,0.0
7244,0.0
7245,0.0
7246,0.0
7247,0.0
7248,0.0
7249,0.0
7250,0.0
7251,0.0
7252,0.0
7253,0.0
7254,0.0
7255,469.8050030635776
7256,2969.788382729222
7257,5101.546219453143
7258,6099.000084816354
7259,6186.471286587951
7260,5833.764827831512
7261,5502.220756600458
7262,4479.372026206784
7263,2983.896641079479
7264,1595.644019414133
7265,237.0187402843274
7266,0.0
7267,0.0
7268,0.0
7269,0.0
7270,0.0
7271,0.0
7272,0.0
7273,0.0
7274,0.0
7275,0.0
7276,0.0
7277,0.0
7278,0.0
7279,287.2538762304691
7280,1902.2346383964266
7281,3431.697070997588
7282,3930.553993458899
7283,4831.785620410981
7284,4829.592842729832
7285,4201.362037080754
7286,3758.420945488732
7287,2834.165152884589
7288,1928.5479705702098
7289,621.6524726056334
7290,0.0
7291,0.0
7292,0.0
7293,0.0
7294,0.0
7295,0.0
7296,0.0
7297,0.0
7298,0.0
7299,0.0
7300,0.0
7301,0.0
7302,0.0
7303,311.5194982325401
7304,2572.885124121803
7305,4828.552222604373
7306,6232.289473786368
7307,6503.919280172058
7308,6383.300450063727
7309,6408.9438233938445
7310,6248.435301438664
7311,5292.982206249837
7312,3263.3566948994153
7313,482.47532043332444
7314,0.0
7315,0.0
7316,0.0
7317,0.0
7318,0.0
7319,0.0
7320,0.0
7321,0.0
7322,0.0
7323,0.0
7324,0.0
7325,0.0
7326,0.0
7327,232.99469504921535
7328,1161.1951828939273
7329,1758.1653745335386
7330,2530.1964451560734
7331,3290.8926387221604
7332,3469.731810057234
7333,3421.873440263341
7334,3295.9303618583594
7335,2777.0448788298368
7336,2125.919163476084
7337,671.2766078985501
7338,0.0
7339,0.0
7340,0.0
7341,0.0
7342,0.0
7343,0.0
7344,0.0
7345,0.0
7346,0.0
7347,0.0
7348,0.0
7349,0.0
7350,0.0
7351,380.48024975269743
7352,3202.6925022933306
7353,5984.003127985548
7354,7130.19988036555
7355,7297.611190256737
7356,6924.740545499093
7357,6512.8706751417985
7358,6291.240929660852
7359,5392.356339620105
7360,3259.764539756235
7361,721.0100732813618
7362,59.92563933604984
7363,57.07203746290462
7364,53.26723496537765
7365,53.26723496537765
7366,53.26723496537765
7367,52.3160343409959
7368,0.0
7369,0.0
7370,0.0
7371,0.0
7372,0.0
7373,0.0
7374,0.0
7375,417.41133309770737
7376,3535.597974901868
7377,6668.249365872781
7378,7553.698654151828
7379,7969.043594511427
7380,7978.342361832912
7381,7973.176379987643
7382,7732.441625998123
7383,6922.415672659998
7384,4438.611601454828
7385,21.697123750128352
7386,0.0
7387,0.0
7388,0.0
7389,0.0
7390,0.0
7391,0.0
7392,0.0
7393,0.0
7394,0.0
7395,0.0
7396,0.0
7397,0.0
7398,280.4367096335547
7399,2900.678693583434
7400,6101.622955057341
7401,7738.920108271428
7402,8047.683758272007
7403,7935.792343822257
7404,7993.862571574659
7405,7914.547138546987
7406,7101.563950013349
7407,4360.93246950361
7408,22.661552293620577
7409,0.0
7410,0.0
7411,0.0
7412,0.0
7413,0.0
7414,0.0
7415,0.0
7416,0.0
7417,0.0
7418,0.0
7419,0.0
7420,0.0
7421,0.0
7422,279.62556204242696
7423,2892.2886417317695
7424,6083.974349892805
7425,7716.535712120307
7426,8024.406280429645
7427,7912.838505675344
7428,7970.7407685225135
7429,7891.65475097516
7430,7081.023071114791
7431,4348.318714791073
7432,22.59600501352945
7433,0.0
7434,0.0
7435,0.0
7436,0.0
7437,0.0
7438,0.0
7439,0.0
7440,0.0
7441,0.0
7442,0.0
7443,0.0
7444,0.0
7445,4.115229212757647
7446,313.78622747277063
7447,3201.64832752545
7448,6410.498306173226
7449,7497.947625644434
7450,7697.53624246318
7451,7614.202850904838
7452,7502.062854857191
7453,7226.34249760243
7454,6413.584728082794
7455,3679.014916205337
7456,8.230458425515295
7457,0.0
7458,0.0
7459,0.0
7460,0.0
7461,0.0
7462,0.0
7463,0.0
7464,0.0
7465,0.0
7466,0.0
7467,0.0
7468,0.0
7469,0.0
7470,25.544837868904846
7471,478.05339440379066
7472,861.2259624373635
7473,1039.5836697006098
7474,1389.9128747598763
7475,1267.662579244403
7476,1302.7867313141471
7477,1238.924636641885
7478,930.5619509386765
7479,583.8820084321108
7480,0.0
7481,0.0
7482,0.0
7483,0.0
7484,0.0
7485,0.0
7486,0.0
7487,0.0
7488,0.0
7489,0.0
7490,0.0
7491,0.0
7492,0.0
7493,0.0
7494,109.73327187489154
7495,1070.1510825964192
7496,2282.2507095447627
7497,3751.0657890444572
7498,4052.077241251729
7499,4358.122329783537
7500,4421.546147472694
7501,4559.467782764989
7502,3894.0210606612886
7503,2319.4996183463313
7504,0.0
7505,0.0
7506,0.0
7507,0.0
7508,0.0
7509,0.0
7510,0.0
7511,0.0
7512,0.0
7513,0.0
7514,0.0
7515,0.0
7516,0.0
7517,0.0
7518,219.21315148715004
7519,2905.6082815042055
7520,5889.802409767955
7521,6835.934643780891
7522,7556.649580509869
7523,7604.214698285384
7524,7693.140788039605
7525,7580.432139397627
7526,6832.832570882488
7527,4032.6947679239865
7528,2.0680485989353774
7529,0.0
7530,0.0
7531,0.0
7532,0.0
7533,0.0
7534,0.0
7535,0.0
7536,0.0
7537,0.0
7538,0.0
7539,0.0
7540,0.0
7541,0.0
7542,19.36788275897864
7543,1006.0539099802794
7544,2188.5707517645865
7545,3376.4675609819433
7546,4188.842643372436
7547,3786.421079380325
7548,2967.590036070172
7549,2294.018113452359
7550,1801.2130965850138
7551,905.9865157255565
7552,0.0
7553,0.0
7554,0.0
7555,0.0
7556,0.0
7557,0.0
7558,0.0
7559,0.0
7560,0.0
7561,0.0
7562,0.0
7563,0.0
7564,0.0
7565,0.0
7566,142.26381821333865
7567,1583.377820893912
7568,3905.7884636752974
7569,4829.579491034639
7570,5418.958166489899
7571,5499.327985870163
7572,5624.039774563673
7573,5726.580578600559
7574,4578.308331592898
7575,2579.2245483872825
7576,312.24136724745756
7577,0.0
7578,0.0
7579,0.0
7580,0.0
7581,0.0
7582,0.0
7583,0.0
7584,0.0
7585,0.0
7586,0.0
7587,0.0
7588,0.0
7589,0.0
7590,113.6232287145369
7591,1495.712674543947
7592,2711.2853196710184
7593,3323.4794399002044
7594,3818.1322890453876
7595,4521.420894364675
7596,4876.983239393787
7597,4077.7025960225615
7598,3390.0861601811403
7599,1845.397956018858
7600,249.77520105350786
7601,0.0
7602,0.0
7603,0.0
7604,0.0
7605,0.0
7606,0.0
7607,0.0
7608,0.0
7609,0.0
7610,0.0
7611,0.0
7612,0.0
7613,0.0
7614,387.6707425575835
7615,2870.609546081154
7616,5470.464922757011
7617,6344.262469474104
7618,6835.517193508714
7619,6724.754124206547
7620,6520.662913177554
7621,5775.06336333797
7622,5530.974377283194
7623,3146.49163536155
7624,0.0
7625,0.0
7626,0.0
7627,0.0
7628,0.0
7629,0.0
7630,0.0
7631,0.0
7632,0.0
7633,0.0
7634,0.0
7635,0.0
7636,0.0
7637,0.0
7638,18.266815883729052
7639,1794.3633756555384
7640,4558.273132832081
7641,6026.644101947223
7642,6765.747575396568
7643,6139.0552766163255
7644,5822.898847859477
7645,5710.487673190374
7646,5199.0168284459605
7647,3101.143281183847
7648,0.0
7649,0.0
7650,0.0
7651,0.0
7652,0.0
7653,0.0
7654,0.0
7655,0.0
7656,0.0
7657,0.0
7658,0.0
7659,0.0
7660,0.0
7661,0.0
7662,10.75955190533987
7663,590.7972137113893
7664,2316.2380828949836
7665,3308.0731403508594
7666,4463.25775855144
7667,4993.410225160004
7668,5152.847221575495
7669,5074.5959349912055
7670,4359.574803827256
7671,2412.095908960739
7672,303.2237355141237
7673,0.0
7674,0.0
7675,0.0
7676,0.0
7677,0.0
7678,0.0
7679,0.0
7680,0.0
7681,0.0
7682,0.0
7683,0.0
7684,0.0
7685,0.0
7686,140.79644381608207
7687,1285.1219032877289
7688,2844.2771536000464
7689,4117.114803400466
7690,4470.523326804592
7691,4639.668047899079
7692,4246.571936305186
7693,3490.6178755476985
7694,2598.5920838538636
7695,1356.93753905969
7696,118.11782199335741
7697,0.0
7698,0.0
7699,0.0
7700,0.0
7701,0.0
7702,0.0
7703,0.0
7704,0.0
7705,0.0
7706,0.0
7707,0.0
7708,0.0
7709,0.0
7710,144.9178690951283
7711,2218.791063718615
7712,5505.472056012011
7713,6953.243777360428
7714,7251.521333167876
7715,7435.834351143235
7716,7525.880405726615
7717,7338.753448545527
7718,6450.955629137508
7719,3586.365517703709
7720,1.4069696028653234
7721,0.0
7722,0.0
7723,0.0
7724,0.0
7725,0.0
7726,0.0
7727,0.0
7728,0.0
7729,0.0
7730,0.0
7731,0.0
7732,0.0
7733,2.053051635708553
7734,329.5147875312228
7735,3216.105387337449
7736,6426.051619767771
7737,7511.089409239742
7738,7673.280488460718
7739,7616.821568478732
7740,7621.954197568003
7741,7467.975324889862
7742,6764.805139659683
7743,3980.8671216388852
7744,12.31830981425132
7745,0.0
7746,0.0
7747,0.0
7748,0.0
7749,0.0
7750,0.0
7751,0.0
7752,0.0
7753,0.0
7754,0.0
7755,0.0
7756,0.0
7757,0.0
7758,56.46084638052424
7759,1726.6753384007595
7760,3868.0812574875513
7761,5200.557232067923
7762,5811.360933820867
7763,5922.229504895351
7764,6245.596170529263
7765,6174.763472342787
7766,5569.092574806255
7767,3134.0902545407366
7768,0.0
7769,0.0
7770,0.0
7771,0.0
7772,0.0
7773,0.0
7774,0.0
7775,0.0
7776,0.0
7777,0.0
7778,0.0
7779,0.0
7780,0.0
7781,0.0
7782,0.0
7783,853.2584323785273
7784,2692.0935945169726
7785,4276.994377122014
7786,4818.915639191386
7787,5210.0329593922625
7788,5115.658879642299
7789,4896.749931768675
7790,4263.373375920988
7791,2345.7309925480376
7792,215.01723324476
7793,0.0
7794,0.0
7795,0.0
7796,0.0
7797,0.0
7798,0.0
7799,0.0
7800,0.0
7801,0.0
7802,0.0
7803,0.0
7804,0.0
7805,0.0
7806,0.0
7807,1233.3776308254423
7808,4090.830154414821
7809,5359.638664386646
7810,5708.2019078807925
7811,5535.83546879028
7812,5071.403674574179
7813,4572.498592539974
7814,3935.70035923336
7815,2159.368445272805
7816,187.6879003430021
7817,0.0
7818,0.0
7819,0.0
7820,0.0
7821,0.0
7822,0.0
7823,0.0
7824,0.0
7825,0.0
7826,0.0
7827,0.0
7828,0.0
7829,0.0
7830,83.17483761074396
7831,2136.7328972415257
7832,5370.035205282171
7833,6475.208909627228
7834,6841.369401637745
7835,6900.643423843102
7836,6847.105597335037
7837,6600.449182351452
7838,5309.805150460598
7839,2562.1674114574
7840,244.74434975115463
7841,0.0
7842,0.0
7843,0.0
7844,0.0
7845,0.0
7846,0.0
7847,0.0
7848,0.0
7849,0.0
7850,0.0
7851,0.0
7852,0.0
7853,0.0
7854,56.533126022316395
7855,1728.8857812642943
7856,3873.0330700379673
7857,5207.214844164633
7858,5818.800480224239
7859,5929.810982231696
7860,6253.591613086781
7861,6182.668236804238
7862,5576.221975837572
7863,3138.102431747854
7864,0.0
7865,0.0
7866,0.0
7867,0.0
7868,0.0
7869,0.0
7870,0.0
7871,0.0
7872,0.0
7873,0.0
7874,0.0
7875,0.0
7876,0.0
7877,0.0
7878,48.36885482265939
7879,1713.6394280027896
7880,4874.198598843418
7881,6719.124918507712
7882,7060.470836827622
7883,6908.454435956407
7884,6612.713437897862
7885,6106.913413180909
7886,4919.803519104783
7887,2537.2919272686463
7888,0.0
7889,0.0
7890,0.0
7891,0.0
7892,0.0
7893,0.0
7894,0.0
7895,0.0
7896,0.0
7897,0.0
7898,0.0
7899,0.0
7900,0.0
7901,0.0
7902,157.03105477700663
7903,2313.403931982687
7904,5733.035562349823
7905,7297.737858163568
7906,7606.19171576126
7907,7526.274125383676
7908,7566.933952067007
7909,7444.954472017011
7910,6621.943497426808
7911,3820.621645244135
7912,4.20618896724125
7913,0.0
7914,0.0
7915,0.0
7916,0.0
7917,0.0
7918,0.0
7919,0.0
7920,0.0
7921,0.0
7922,0.0
7923,2.0612942807611403
7924,5.153235701902851
7925,6.183882842283421
7926,25.766178509514255
7927,779.1692381277111
7928,2743.582687693078
7929,4383.342288038564
7930,5050.170987864794
7931,5482.012139684252
7932,6021.040594103291
7933,6168.4231351777125
7934,5389.253897050002
7935,2898.1797587501633
7936,23.704884228753112
7937,23.704884228753112
7938,23.704884228753112
7939,23.704884228753112
7940,23.704884228753112
7941,7.214529982663992
7942,0.0
7943,0.0
7944,0.0
7945,0.0
7946,0.0
7947,0.0
7948,0.0
7949,0.0
7950,47.400360644938004
7951,923.3590253633923
7952,2856.345732463964
7953,4379.793323592272
7954,4652.819400907114
7955,4815.876641525701
7956,5169.483331936939
7957,5347.7086879619055
7958,4623.431177307253
7959,2530.231251226791
7960,207.61357962482845
7961,0.0
7962,0.0
7963,0.0
7964,0.0
7965,0.0
7966,0.0
7967,0.0
7968,0.0
7969,0.0
7970,0.0
7971,0.0
7972,0.0
7973,0.0
7974,71.96779489271263
7975,2057.7107671297967
7976,5204.407904346693
7977,6557.591837263619
7978,6793.381060004217
7979,6852.091629521957
7980,6961.937211200307
7981,6718.5724311025815
7982,5741.325532033115
7983,2867.348459672814
7984,279.34867754408197
7985,0.0
7986,0.0
7987,0.0
7988,0.0
7989,0.0
7990,0.0
7991,0.0
7992,0.0
7993,0.0
7994,0.0
7995,0.0
7996,0.0
7997,0.0
7998,33.50449282173346
7999,1382.9910092526648
8000,3613.8318229664173
8001,4725.064168220577
8002,4351.861345400713
8003,3644.544274719673
8004,3062.869052120134
8005,2153.594344152534
8006,1636.1360661279841
8007,953.016684707085
8008,0.0
8009,0.0
8010,0.0
8011,0.0
8012,0.0
8013,0.0
8014,0.0
8015,0.0
8016,0.0
8017,0.0
8018,0.0
8019,0.0
8020,0.0
8021,0.0
8022,48.41586248785961
8023,943.1410012635052
8024,2917.53987351842
8025,4473.625693878228
8026,4752.501061808299
8027,4919.051628766537
8028,5280.2339629259695
8029,5462.277605880321
8030,4722.483227065826
8031,2584.438739601946
8032,212.0614776968251
8033,0.0
8034,0.0
8035,0.0
8036,0.0
8037,0.0
8038,0.0
8039,0.0
8040,0.0
8041,0.0
8042,0.0
8043,0.0
8044,0.0
8045,0.0
8046,59.71697639427453
8047,1967.571411887218
8048,4769.1212872117185
8049,5949.046372519281
8050,6546.216136462026
8051,6578.133830741725
8052,6612.110731103985
8053,6701.686195695396
8054,5926.395105611107
8055,3191.769427969846
8056,0.0
8057,0.0
8058,0.0
8059,0.0
8060,0.0
8061,0.0
8062,0.0
8063,0.0
8064,0.0
8065,0.0
8066,0.0
8067,0.0
8068,0.0
8069,0.0
8070,0.0
8071,1295.7368920275005
8072,4571.226288612042
8073,5984.673184421725
8074,6184.872875893785
8075,6087.553581428199
8076,5972.624128916462
8077,5853.987274710797
8078,5376.65930661769
8079,3092.8998631586333
8080,342.0078062647695
8081,0.0
8082,0.0
8083,0.0
8084,0.0
8085,0.0
8086,0.0
8087,0.0
8088,0.0
8089,0.0
8090,0.0
8091,0.0
8092,0.0
8093,0.0
8094,59.63708450106591
8095,1964.9391117506373
8096,4762.740955326505
8097,5941.0874870199805
8098,6537.458332030638
8099,6569.333325470865
8100,6603.264770100782
8101,6692.72039685238
8102,5918.466523933368
8103,3187.4993440224885
8104,0.0
8105,0.0
8106,0.0
8107,0.0
8108,0.0
8109,0.0
8110,0.0
8111,0.0
8112,0.0
8113,0.0
8114,0.0
8115,0.0
8116,0.0
8117,0.0
8118,38.31435597418511
8119,981.9827531161518
8120,3014.0626699692284
8121,4355.065129065708
8122,5903.24892046704
8123,6429.716552556769
8124,6343.154489059535
8125,6178.544663392667
8126,4956.742422882541
8127,2635.1762608911763
8128,70.95251106330576
8129,0.0
8130,0.0
8131,0.0
8132,0.0
8133,0.0
8134,0.0
8135,0.0
8136,0.0
8137,0.0
8138,0.0
8139,0.0
8140,0.0
8141,0.0
8142,0.0
8143,314.26380052945814
8144,1589.3112049676793
8145,2497.3176820699687
8146,3627.227987790386
8147,4217.3722238991395
8148,4375.703604318561
8149,3377.736115614328
8150,2828.3742047651226
8151,1450.1715070233392
8152,0.0
8153,0.0
8154,0.0
8155,0.0
8156,0.0
8157,0.0
8158,0.0
8159,0.0
8160,0.0
8161,0.0
8162,0.0
8163,0.0
8164,0.0
8165,0.0
8166,6.076711065475483
8167,868.969682362994
8168,2618.049684042354
8169,3970.1178961106484
8170,4892.765192885344
8171,4972.775221914104
8172,4683.118661126439
8173,4389.410959628458
8174,3779.7142827257508
8175,1988.0973035880622
8176,0.0
8177,0.0
8178,0.0
8179,0.0
8180,0.0
8181,0.0
8182,0.0
8183,0.0
8184,0.0
8185,0.0
8186,0.0
8187,0.0
8188,0.0
8189,0.0
8190,0.0
8191,1453.4696351504003
8192,4540.923474038091
8193,6043.964467401471
8194,6368.516567399662
8195,6118.789159043705
8196,6287.144715238733
8197,5809.201997373961
8198,4556.823721012065
8199,1815.4340809697085
8200,145.90814870235678
8201,0.0
8202,0.0
8203,0.0
8204,0.0
8205,0.0
8206,0.0
8207,0.0
8208,0.0
8209,0.0
8210,0.0
8211,0.0
8212,0.0
8213,0.0
8214,0.0
8215,821.7989309383041
8216,3209.1198204484804
8217,5048.908413706218
8218,5424.273333440523
8219,5760.60030152246
8220,5688.530236933473
8221,5616.460172344487
8222,4895.759526454623
8223,2614.541787589342
8224,0.0
8225,0.0
8226,0.0
8227,0.0
8228,0.0
8229,0.0
8230,0.0
8231,0.0
8232,0.0
8233,0.0
8234,0.0
8235,0.0
8236,0.0
8237,0.0
8238,0.0
8239,1131.456729187035
8240,3549.767745519469
8241,4952.40844839855
8242,5575.014350545454
8243,4960.533810906177
8244,5702.988810040577
8245,5806.587182012819
8246,5273.360267449809
8247,2815.438108892695
8248,0.0
8249,0.0
8250,0.0
8251,0.0
8252,0.0
8253,0.0
8254,0.0
8255,0.0
8256,0.0
8257,0.0
8258,0.0
8259,0.0
8260,0.0
8261,0.0
8262,37.95649811868991
8263,1307.3904907548747
8264,3795.6498118689915
8265,4722.069525210348
8266,5670.981978177596
8267,5460.112544184875
8268,5784.851472533666
8269,5410.90967625324
8270,3829.388921307827
8271,1834.5640757366791
8272,0.0
8273,0.0
8274,0.0
8275,0.0
8276,0.0
8277,0.0
8278,0.0
8279,0.0
8280,0.0
8281,0.0
8282,0.0
8283,0.0
8284,0.0
8285,0.0
8286,3.1244650337886837
8287,269.74548125042304
8288,894.6384880081598
8289,1803.8578128406668
8290,2207.955290544003
8291,2957.8268986532876
8292,2739.1143462880796
8293,1985.0767848004105
8294,1666.3813513539644
8295,1036.2809028732468
8296,0.0
8297,0.0
8298,0.0
8299,0.0
8300,0.0
8301,0.0
8302,0.0
8303,0.0
8304,0.0
8305,0.0
8306,0.0
8307,0.0
8308,0.0
8309,0.0
8310,32.39482018022854
8311,1186.46028910087
8312,3185.8280970993505
8313,3998.73561599696
8314,4593.99043680866
8315,4873.395760863131
8316,4955.395149444334
8317,4826.828206854052
8318,4220.4376666053995
8319,2382.0316213774295
8320,0.0
8321,0.0
8322,0.0
8323,0.0
8324,0.0
8325,0.0
8326,0.0
8327,0.0
8328,0.0
8329,0.0
8330,0.0
8331,0.0
8332,0.0
8333,0.0
8334,0.0
8335,765.4126007268433
8336,2328.750903804325
8337,3293.3062519769137
8338,4126.454481086664
8339,4504.419287463281
8340,4744.20341193877
8341,4223.993785958049
8342,3652.3050824063175
8343,2079.483791355229
8344,0.0
8345,0.0
8346,0.0
8347,0.0
8348,0.0
8349,0.0
8350,0.0
8351,0.0
8352,0.0
8353,0.0
8354,0.0
8355,0.0
8356,0.0
8357,0.0
8358,125.494998030691
8359,1389.7028060611763
8360,5090.776600441718
8361,7070.923085762048
8362,7287.967713503653
8363,7156.300830323911
8364,7373.345458065516
8365,7406.262178860453
8366,6658.435428300514
8367,3783.3655963678807
8368,0.0
8369,0.0
8370,0.0
8371,0.0
8372,0.0
8373,0.0
8374,0.0
8375,0.0
8376,0.0
8377,0.0
8378,0.0
8379,0.0
8380,0.0
8381,0.0
8382,0.0
8383,387.85407317617285
8384,2104.0836743297723
8385,3374.2317460288427
8386,4094.6731542186803
8387,4345.347288027198
8388,4278.237677401296
8389,4293.0412679805395
8390,3853.868080796323
8391,2010.3276006612318
8392,0.0
8393,0.0
8394,0.0
8395,0.0
8396,0.0
8397,0.0
8398,0.0
8399,0.0
8400,0.0
8401,0.0
8402,0.0
8403,0.0
8404,0.0
8405,0.0
8406,0.0
8407,155.9823819292566
8408,803.4330624768851
8409,2305.072977399014
8410,2795.303320605249
