set Zone5Generators :=
RATHDRUM_1 RATHDRUM_2 RATHDRUMPWR_CTG1 RATHDRUMPWR_STG1 RUPERT_1002 ALDEN_BAILEY_LOKI BEAVER_1 BEAVER_2 BEAVER_3 BEAVER_4 BEAVER_5 BEAVER_6 BEAVER_7 BEAVER_8 BOARDMAN_1 COYOTE_SPRINGS_1_GEN_1 COYOTE_SPRINGS_1_GEN_2 COYOTE_SPRINGS_2_GEN_1 COYOTE_SPRINGS_2_GEN_2 HERMISTON_1 HERMISTON_2 HERMISTON_3 HERMISTON_4 HERMISTON_PWR_CTG1 HERMISTON_PWR_CTG2 HERMISTON_PWR_STG1 KLAMATH_COGEN_CT1 KLAMATH_COGEN_CT2 KLAMATH_COGEN_ST1 KLAMATH_EXPANSION_GT1 KLAMATH_EXPANSION_GT2 KLAMATH_EXPANSION_GT3 KLAMATH_EXPANSION_GT4 OSU_ENERGY_CENTER_CTG OSU_ENERGY_CENTER_STG PORT_WESTWARD_1_GEN_1 PORT_WESTWARD_1_GEN_2 BIOTECH_LS_BLS1 BOULDER_PARK_1 BOULDER_PARK_2 BOULDER_PARK_3 BOULDER_PARK_4 BOULDER_PARK_5 BOULDER_PARK_6 TRANSALTA_CENTRALIA_1 TRANSALTA_CENTRALIA_2 TRANSALTA_CENTRALIA_CC CHEHALIS_CA CHEHALIS_CT1 CHEHALIS_CT2 CRYSTAL_MOUNTAIN_1 ENCOGEN_CTG1 ENCOGEN_CTG2 ENCOGEN_CTG3 ENCOGEN_STG FERNDALE_CT1A FERNDALE_CT1B FERNDALE_ST1 FREDERICKSON_1 FREDERICKSON_2 FREDERICKSON_PWR_FICT FREDERICKSON_PWR_FIST FREDONIA_1 FREDONIA_2 FREDONIA_3 FREDONIA_4 GOLDENDALE_G1 GOLDENDALE_G2 GRAYS_HARBOR_CT1 GRAYS_HARBOR_CT2 GRAYS_HARBOR_ST1 GRIMES_WAY_1 GRIMES_WAY_2 GRIMES_WAY_3 MARCH_POINT_GTG1 MARCH_POINT_GTG2 MARCH_POINT_GTG3 MARCH_POINT_STG1 MINT_FARM_1STG MINT_FARM_CTG1 NORTHEAST_1 RIVER_ROAD SUMAS_GEN1 SUMAS_GEN2 UNIV_OF_WA_DG3 UNIV_OF_WA_DG4 UNIV_OF_WA_DG5 UNIV_OF_WA_DG6 UNIV_OF_WA_DG7 UNIV_OF_WA_TG2 WHITEHORN_2 WHITEHORN_3 GRAND_COULEE_PS SLACK PNWH COLUMBIA_2 ;

set WECCImports :=
P3I P8I P14I P65I P66I ;

set Coal :=
BOARDMAN_1 TRANSALTA_CENTRALIA_1 TRANSALTA_CENTRALIA_2 ;

set Nuclear :=
COLUMBIA_2 ;

set Oil :=
CRYSTAL_MOUNTAIN_1 GRIMES_WAY_3 UNIV_OF_WA_DG3 UNIV_OF_WA_DG4 UNIV_OF_WA_DG5 UNIV_OF_WA_DG6 UNIV_OF_WA_DG7 ;

set PSH :=
GRAND_COULEE_PS ;

set Slack :=
SLACK ;

set Hydro :=
PNWH ;

set Ramping :=
PNWH P3I P8I P14I P65I P66I ;

set Gas :=
RATHDRUM_1 RATHDRUM_2 RATHDRUMPWR_CTG1 RATHDRUMPWR_STG1 RUPERT_1002 ALDEN_BAILEY_LOKI BEAVER_1 BEAVER_2 BEAVER_3 BEAVER_4 BEAVER_5 BEAVER_6 BEAVER_7 BEAVER_8 COYOTE_SPRINGS_1_GEN_1 COYOTE_SPRINGS_1_GEN_2 COYOTE_SPRINGS_2_GEN_1 COYOTE_SPRINGS_2_GEN_2 HERMISTON_1 HERMISTON_2 HERMISTON_3 HERMISTON_4 HERMISTON_PWR_CTG1 HERMISTON_PWR_CTG2 HERMISTON_PWR_STG1 KLAMATH_COGEN_CT1 KLAMATH_COGEN_CT2 KLAMATH_COGEN_ST1 KLAMATH_EXPANSION_GT1 KLAMATH_EXPANSION_GT2 KLAMATH_EXPANSION_GT3 KLAMATH_EXPANSION_GT4 OSU_ENERGY_CENTER_CTG OSU_ENERGY_CENTER_STG PORT_WESTWARD_1_GEN_1 PORT_WESTWARD_1_GEN_2 BIOTECH_LS_BLS1 BOULDER_PARK_1 BOULDER_PARK_2 BOULDER_PARK_3 BOULDER_PARK_4 BOULDER_PARK_5 BOULDER_PARK_6 TRANSALTA_CENTRALIA_CC CHEHALIS_CA CHEHALIS_CT1 CHEHALIS_CT2 ENCOGEN_CTG1 ENCOGEN_CTG2 ENCOGEN_CTG3 ENCOGEN_STG FERNDALE_CT1A FERNDALE_CT1B FERNDALE_ST1 FREDERICKSON_1 FREDERICKSON_2 FREDERICKSON_PWR_FICT FREDERICKSON_PWR_FIST FREDONIA_1 FREDONIA_2 FREDONIA_3 FREDONIA_4 GOLDENDALE_G1 GOLDENDALE_G2 GRAYS_HARBOR_CT1 GRAYS_HARBOR_CT2 GRAYS_HARBOR_ST1 GRIMES_WAY_1 GRIMES_WAY_2 MARCH_POINT_GTG1 MARCH_POINT_GTG2 MARCH_POINT_GTG3 MARCH_POINT_STG1 MINT_FARM_1STG MINT_FARM_CTG1 NORTHEAST_1 RIVER_ROAD SUMAS_GEN1 SUMAS_GEN2 UNIV_OF_WA_TG2 WHITEHORN_2 WHITEHORN_3 ;

set zones :=
PNW ;

param SimHours := 8760;
param SimDays:= 365;

param HorizonHours := 48;

param HorizonDays := 2;

param:	typ	zone	netcap 	seg1	seg2	seg3	mincap	ramp	minu	mind	var_om	no_load	st_cost	:=
1793	2856.7479047882866	1230.875099233655	74.13469594409018	0.0	0.0	654.6480867589335	4566.043280033382	0.0	400.933333333333	0.0	0.0	224.85058657328202
1794	2898.873348234444	1224.5094605027236	86.50000773421507	0.0	0.0	673.5465150833929	4566.043280033382	0.0	400.933333333333	0.0	0.0	224.85058657328202
1795	2703.138035224972	1342.996989231228	97.62760824638866	0.0	0.0	712.5238266564213	4566.043280033382	0.0	400.933333333333	0.0	0.0	224.85058657328202
1796	2840.1662441861145	1502.1275824759744	79.22283660530941	0.0	0.0	722.4488811240324	4566.043280033382	0.0	400.933333333333	0.0	0.0	224.85058657328202
1797	3190.3835617941368	1623.7199691488975	67.47325457154196	0.0	0.0	700.6030838098867	4566.043280033382	0.0	400.933333333333	0.0	0.0	224.85058657328202
1798	3111.3033648679134	1582.5575256445475	79.99648100061923	0.0	0.0	668.0858119594157	4566.043280033382	0.0	400.933333333333	0.0	0.0	224.85058657328202
1799	2771.7370545666718	1236.9534116109135	69.51947189659967	0.0	0.0	630.8079321979471	4566.043280033382	0.0	400.933333333333	0.0	0.0	224.85058657328202
1800	2119.9904386154176	897.7136083495116	69.59289257792734	0.0	0.0	598.0866125948215	4566.043280033382	0.0	400.933333333333	0.0	0.0	224.85058657328202
1801	1072.2120749206726	463.7865644423542	2295.3750917099514	0.0	0.0	554.7688744358114	4541.2683304720285	0.0	366.6	0.0	0.0	210.517397689819
1802	1008.9343125797222	379.36431549451424	2480.8318441405795	0.0	0.0	547.1590670116583	4541.2683304720285	0.0	366.6	0.0	0.0	210.517397689819
1803	1058.7238828763097	372.8560752525944	2364.8539467307464	0.0	0.0	547.022388159146	4541.2683304720285	0.0	366.6	0.0	0.0	210.517397689819
1804	988.2100991048527	358.37347629416433	2294.4273863526278	0.0	0.0	558.0062162989213	4541.2683304720285	0.0	366.6	0.0	0.0	210.517397689819
1805	952.8575614290268	349.06364569579574	1997.285015866203	0.0	0.0	582.5065327306569	4541.2683304720285	0.0	366.6	0.0	0.0	210.517397689819
1806	982.0969354300316	439.0847209648578	1676.6612806404828	0.0	0.0	621.9132033582088	4541.2683304720285	0.0	366.6	0.0	0.0	210.517397689819
1807	1088.131983507355	679.1813430638051	1015.0202237556856	0.0	0.0	662.0082002865794	4541.2683304720285	0.0	366.6	0.0	0.0	210.517397689819
1808	1164.4691655455365	778.245860400253	995.6601228912283	0.0	0.0	685.9795793160747	4541.2683304720285	0.0	366.6	0.0	0.0	210.517397689819
1809	1158.5425110345673	728.821859790725	984.0676879990584	0.0	0.0	695.9271134576181	4541.2683304720285	0.0	366.6	0.0	0.0	210.517397689819
1810	1202.2000120299972	811.6036939375425	1085.0547260113526	0.0	0.0	689.7479952343043	4541.2683304720285	0.0	366.6	0.0	0.0	210.517397689819
1811	1390.934631747216	906.3849618457433	883.4335097392053	0.0	0.0	673.3023338892629	4541.2683304720285	0.0	366.6	0.0	0.0	210.517397689819
1812	1264.7469139032291	1052.0827073418582	750.8765924000706	0.0	0.0	656.2623217193615	4541.2683304720285	0.0	366.6	0.0	0.0	210.517397689819
1813	1319.7032665897036	1052.3744395427059	853.0453358183653	0.0	0.0	640.4708129813764	4541.2683304720285	0.0	366.6	0.0	0.0	210.517397689819
1814	1331.0334343889454	983.8220438633017	831.4437991961238	0.0	0.0	625.8684458019643	4541.2683304720285	0.0	366.6	0.0	0.0	210.517397689819
1815	1386.5590813232925	993.0032858263492	818.2565574426642	0.0	0.0	616.1911376903432	4541.2683304720285	0.0	366.6	0.0	0.0	210.517397689819
1816	1389.736649857421	982.0607855422028	585.1043029670857	0.0	0.0	614.6022194163813	4541.2683304720285	0.0	366.6	0.0	0.0	210.517397689819
1817	1299.8133151868128	919.2917043609891	642.521603790942	0.0	0.0	624.8415858935824	4541.2683304720285	0.0	366.6	0.0	0.0	210.517397689819
1818	1236.606422542918	860.4021532137422	808.747697347872	0.0	0.0	646.7877430945653	4541.2683304720285	0.0	366.6	0.0	0.0	210.517397689819
1819	1217.6090254007775	915.7187876243993	916.0129638180816	0.0	0.0	697.1813467003282	4541.2683304720285	0.0	366.6	0.0	0.0	210.517397689819
1820	1320.1369126103473	1065.0264153202445	811.4223462441772	0.0	0.0	720.7888360763546	4541.2683304720285	0.0	366.6	0.0	0.0	210.517397689819
1821	1407.783508704751	1109.3338516783376	718.3922527210719	0.0	0.0	697.2813824589747	4541.2683304720285	0.0	366.6	0.0	0.0	210.517397689819
1822	1338.5626709622093	1095.9660776060741	750.9442132952254	0.0	0.0	658.7517167488102	4541.2683304720285	0.0	366.6	0.0	0.0	210.517397689819
1823	1177.3777730577644	1012.6911335951016	589.2664407505682	0.0	0.0	611.8711561761478	4541.2683304720285	0.0	366.6	0.0	0.0	210.517397689819
1824	917.8940195180656	816.7750299966926	1217.3493403996954	0.0	0.0	575.4955026894246	4541.2683304720285	0.0	366.6	0.0	0.0	210.517397689819
1825	977.8312244767133	1137.4507699422238	762.3660514818031	0.0	0.0	541.5898232657589	4527.558741726966	0.0	349.1	0.0	0.0	200.47620417277
1826	1009.9786484802936	821.9814697635073	817.2236971309155	0.0	0.0	537.9899925055207	4527.558741726966	0.0	349.1	0.0	0.0	200.47620417277
1827	888.7991455754635	752.7018267189814	845.59355650151	0.0	0.0	542.1096878159906	4527.558741726966	0.0	349.1	0.0	0.0	200.47620417277
1828	780.5058838449355	779.5899228794913	789.987373244237	0.0	0.0	558.4252879558082	4527.558741726966	0.0	349.1	0.0	0.0	200.47620417277
1829	790.040178883133	753.304182793212	777.7606308554463	0.0	0.0	598.7164581496328	4527.558741726966	0.0	349.1	0.0	0.0	200.47620417277
1830	811.9928022049538	889.6197578495663	714.565910910727	0.0	0.0	670.6752955715939	4527.558741726966	0.0	349.1	0.0	0.0	200.47620417277
1831	1145.1032830304355	1118.9852781311133	694.7388801496303	0.0	0.0	765.4699493169818	4527.558741726966	0.0	349.1	0.0	0.0	200.47620417277
1832	1368.7760709245806	1271.9313011346146	639.768590596704	0.0	0.0	790.9333359274814	4527.558741726966	0.0	349.1	0.0	0.0	200.47620417277
1833	1400.2027052425228	1415.5419097892175	487.8131506159183	0.0	0.0	765.372532609902	4527.558741726966	0.0	349.1	0.0	0.0	200.47620417277
1834	1452.10943844266	1567.263567169927	500.99207695382415	0.0	0.0	733.2351370000481	4527.558741726966	0.0	349.1	0.0	0.0	200.47620417277
1835	1572.6166220019427	1715.4692973015635	515.3173638764129	0.0	0.0	708.1135051744258	4527.558741726966	0.0	349.1	0.0	0.0	200.47620417277
1836	1535.1894579088535	1653.9801210938674	688.0248415603935	0.0	0.0	689.0840316465025	4527.558741726966	0.0	349.1	0.0	0.0	200.47620417277
1837	1531.8921850451648	1484.0833478265165	761.1763526563608	0.0	0.0	671.4839377496086	4527.558741726966	0.0	349.1	0.0	0.0	200.47620417277
1838	1524.0087767983075	1482.3057379995678	779.7425860413503	0.0	0.0	657.5696424197263	4527.558741726966	0.0	349.1	0.0	0.0	200.47620417277
1839	1534.2032007187713	1515.430219527649	758.1607067913483	0.0	0.0	649.2507125294687	4527.558741726966	0.0	349.1	0.0	0.0	200.47620417277
1840	1454.587085150318	1456.2236698289112	685.7229861469992	0.0	0.0	644.2640251262206	4527.558741726966	0.0	349.1	0.0	0.0	200.47620417277
1841	1462.5459708892233	1380.9308653228873	678.7565074121272	0.0	0.0	648.8522433034124	4527.558741726966	0.0	349.1	0.0	0.0	200.47620417277
1842	1429.176266237958	1342.2401340140711	768.9044909537332	0.0	0.0	670.1933416976893	4527.558741726966	0.0	349.1	0.0	0.0	200.47620417277
1843	1442.6414637074392	1322.0247429885335	1091.7643362501133	0.0	0.0	722.1510972965681	4527.558741726966	0.0	349.1	0.0	0.0	200.47620417277
1844	1554.4418700422336	1740.277043054305	1016.6241116389107	0.0	0.0	739.0410788370381	4527.558741726966	0.0	349.1	0.0	0.0	200.47620417277
1845	1641.9827177595432	2161.5898004996247	798.5000271242029	0.0	0.0	712.9362829008626	4527.558741726966	0.0	349.1	0.0	0.0	200.47620417277
1846	1553.1776830161216	2001.067410943404	822.7320459198053	0.0	0.0	662.019658265498	4527.558741726966	0.0	349.1	0.0	0.0	200.47620417277
1847	1355.7591121128378	1884.9565335153552	533.7882584932227	0.0	0.0	610.244966635692	4527.558741726966	0.0	349.1	0.0	0.0	200.47620417277
1848	1055.8930154676311	1401.9508264628423	543.9302014742741	0.0	0.0	568.8041521323403	4527.558741726966	0.0	349.1	0.0	0.0	200.47620417277
1849	1293.5227519847765	1103.1196419140354	734.1044149274874	0.0	0.0	567.131484354935	4498.590549988113	0.0	325.033333333333	0.0	0.0	186.580858103434
1850	1280.9863622910455	1041.99509478447	599.3570354111675	0.0	0.0	561.5145044232789	4498.590549988113	0.0	325.033333333333	0.0	0.0	186.580858103434
1851	1202.554781122251	1036.165718447352	653.5619920074728	0.0	0.0	564.4853633648634	4498.590549988113	0.0	325.033333333333	0.0	0.0	186.580858103434
1852	1263.6504399512608	984.5119195995343	638.9509627307677	0.0	0.0	576.9363334894541	4498.590549988113	0.0	325.033333333333	0.0	0.0	186.580858103434
1853	1292.4048324825274	863.5915779656777	650.5507677686699	0.0	0.0	613.4328291679276	4498.590549988113	0.0	325.033333333333	0.0	0.0	186.580858103434
1854	1415.2483934316047	880.3646659895712	674.0490860702939	0.0	0.0	681.3958353454353	4498.590549988113	0.0	325.033333333333	0.0	0.0	186.580858103434
1855	1825.5009594460025	773.2377441531987	735.0832983166379	0.0	0.0	773.4896050228807	4498.590549988113	0.0	325.033333333333	0.0	0.0	186.580858103434
1856	2263.692109900362	543.2285215058541	888.0844047983223	0.0	0.0	803.3755035345592	4498.590549988113	0.0	325.033333333333	0.0	0.0	186.580858103434
1857	2335.829688666366	560.8215187855642	899.3566491115636	0.0	0.0	783.8345758912874	4498.590549988113	0.0	325.033333333333	0.0	0.0	186.580858103434
1858	2574.271117782692	518.4547090099354	940.6714036136686	0.0	0.0	756.790466496543	4498.590549988113	0.0	325.033333333333	0.0	0.0	186.580858103434
1859	2812.208286289745	479.6783068424086	846.6952321402972	0.0	0.0	734.1297201534732	4498.590549988113	0.0	325.033333333333	0.0	0.0	186.580858103434
1860	2881.725314078605	527.7897687910051	839.4120901676298	0.0	0.0	712.2447634660758	4498.590549988113	0.0	325.033333333333	0.0	0.0	186.580858103434
1861	2939.617222654072	525.2764834653326	724.9790891974774	0.0	0.0	695.1510183507182	4498.590549988113	0.0	325.033333333333	0.0	0.0	186.580858103434
1862	2917.5366035594625	491.88569270996214	684.9215012271447	0.0	0.0	681.6472603292651	4498.590549988113	0.0	325.033333333333	0.0	0.0	186.580858103434
1863	2856.015834008501	419.3595088930304	797.5815803060719	0.0	0.0	670.2795657800608	4498.590549988113	0.0	325.033333333333	0.0	0.0	186.580858103434
1864	2698.114014026463	425.8222425876162	992.1622003790436	0.0	0.0	664.8122187995532	4498.590549988113	0.0	325.033333333333	0.0	0.0	186.580858103434
1865	2649.436889047341	422.2318349795144	1128.2968767321627	0.0	0.0	675.1142985778487	4498.590549988113	0.0	325.033333333333	0.0	0.0	186.580858103434
1866	2572.892533923845	787.8085444597375	1312.7589619295993	0.0	0.0	703.8090304936882	4498.590549988113	0.0	325.033333333333	0.0	0.0	186.580858103434
1867	2499.4607843618874	1087.4320554442404	1252.270532219185	0.0	0.0	753.9292423813042	4498.590549988113	0.0	325.033333333333	0.0	0.0	186.580858103434
1868	2593.507379152661	1994.4673266261402	906.531294581414	0.0	0.0	764.3382952148179	4498.590549988113	0.0	325.033333333333	0.0	0.0	186.580858103434
1869	2866.2607569477386	2579.033270452477	609.7928840071945	0.0	0.0	734.941968430156	4498.590549988113	0.0	325.033333333333	0.0	0.0	186.580858103434
1870	2827.4947992869666	2392.4652237343416	666.5972370323136	0.0	0.0	682.5787148966778	4498.590549988113	0.0	325.033333333333	0.0	0.0	186.580858103434
1871	2341.306420479902	1947.8203019043815	601.5176487421043	0.0	0.0	627.4075036624091	4498.590549988113	0.0	325.033333333333	0.0	0.0	186.580858103434
1872	1975.7769036181448	1269.9094925514094	357.04878436850424	0.0	0.0	584.2855829216944	4498.590549988113	0.0	325.033333333333	0.0	0.0	186.580858103434
1873	2068.7696035477748	422.87267779385394	130.55797136978723	0.0	0.0	553.0682544061267	4495.076984017782	0.0	302.933333333333	0.0	0.0	172.31156285603802
1874	2023.4304144244159	369.0043199336464	171.57610235165706	0.0	0.0	544.5363485322358	4495.076984017782	0.0	302.933333333333	0.0	0.0	172.31156285603802
1875	1733.1841251191495	235.2797169837438	179.8906348646161	0.0	0.0	542.1605212195693	4495.076984017782	0.0	302.933333333333	0.0	0.0	172.31156285603802
1876	1706.5592079710045	227.9396229134964	177.300448839907	0.0	0.0	551.3427997489706	4495.076984017782	0.0	302.933333333333	0.0	0.0	172.31156285603802
1877	1616.2058881547666	238.65219263764152	202.91695082612625	0.0	0.0	580.9347493684213	4495.076984017782	0.0	302.933333333333	0.0	0.0	172.31156285603802
1878	1648.3983702102228	250.3566669658732	184.74974657692138	0.0	0.0	645.5257284234725	4495.076984017782	0.0	302.933333333333	0.0	0.0	172.31156285603802
1879	1990.1554163616636	340.42157746411306	190.9267402850248	0.0	0.0	730.8145966756117	4495.076984017782	0.0	302.933333333333	0.0	0.0	172.31156285603802
1880	2167.7401010067942	444.3731524195785	194.98561245112305	0.0	0.0	773.0630608939136	4495.076984017782	0.0	302.933333333333	0.0	0.0	172.31156285603802
1881	2058.774059400691	590.6632040116682	232.66617345880059	0.0	0.0	768.5365061627291	4495.076984017782	0.0	302.933333333333	0.0	0.0	172.31156285603802
1882	2321.4907746652984	702.9874849385502	238.33593441642884	0.0	0.0	751.4006098220274	4495.076984017782	0.0	302.933333333333	0.0	0.0	172.31156285603802
1883	2446.933036879293	715.3981960899637	223.1412389927554	0.0	0.0	741.7450958430179	4495.076984017782	0.0	302.933333333333	0.0	0.0	172.31156285603802
1884	2088.7419813445104	672.6877728554108	246.83981731255668	0.0	0.0	729.9825185870685	4495.076984017782	0.0	302.933333333333	0.0	0.0	172.31156285603802
1885	2302.188749215993	777.5538855722285	236.33615813351003	0.0	0.0	721.0999283487492	4495.076984017782	0.0	302.933333333333	0.0	0.0	172.31156285603802
1886	2319.5992953225805	910.2895654729897	229.12145694268318	0.0	0.0	712.7340409815832	4495.076984017782	0.0	302.933333333333	0.0	0.0	172.31156285603802
1887	2214.8375926028248	859.7539974102681	259.0798497347634	0.0	0.0	702.1738965695482	4495.076984017782	0.0	302.933333333333	0.0	0.0	172.31156285603802
1888	2069.7011271425195	856.9479304704303	283.50427388583205	0.0	0.0	706.5804497161754	4495.076984017782	0.0	302.933333333333	0.0	0.0	172.31156285603802
1889	2256.259101222226	949.5977419854173	267.4936351065608	0.0	0.0	723.0497379165477	4495.076984017782	0.0	302.933333333333	0.0	0.0	172.31156285603802
1890	2269.666835241931	1052.6090438889917	228.80081253934443	0.0	0.0	748.9744548141488	4495.076984017782	0.0	302.933333333333	0.0	0.0	172.31156285603802
1891	2243.446875239223	1229.7909680140313	191.9248646353728	0.0	0.0	787.5902403741379	4495.076984017782	0.0	302.933333333333	0.0	0.0	172.31156285603802
1892	2178.2297527981423	1485.938372462111	172.50016098587693	0.0	0.0	792.509845709242	4495.076984017782	0.0	302.933333333333	0.0	0.0	172.31156285603802
1893	2316.6670290572124	1584.748956970367	154.56006627417412	0.0	0.0	764.0881821627844	4495.076984017782	0.0	302.933333333333	0.0	0.0	172.31156285603802
1894	2339.48926098776	1503.409791893378	181.39927006210456	0.0	0.0	713.3121909673833	4495.076984017782	0.0	302.933333333333	0.0	0.0	172.31156285603802
1895	2077.7685310641173	1210.8842884187338	147.82751694175897	0.0	0.0	649.6574497823747	4495.076984017782	0.0	302.933333333333	0.0	0.0	172.31156285603802
1896	1824.0012981683703	720.449990213963	169.96416613722369	0.0	0.0	604.0269186505977	4495.076984017782	0.0	302.933333333333	0.0	0.0	172.31156285603802
1897	1077.7632837152908	570.0975016203873	703.6857934895422	0.0	0.0	586.5443790462824	4518.562128859504	0.0	284.199999999999	0.0	0.0	157.74809595743798
1898	1142.9365524797695	548.0553667674254	740.9345357518713	0.0	0.0	577.0158229503007	4518.562128859504	0.0	284.199999999999	0.0	0.0	157.74809595743798
1899	1052.879094089894	495.1460051790177	820.0044076285546	0.0	0.0	576.5567209257177	4518.562128859504	0.0	284.199999999999	0.0	0.0	157.74809595743798
1900	1073.5352017369016	468.7349121209681	887.6808202899189	0.0	0.0	587.9835293017753	4518.562128859504	0.0	284.199999999999	0.0	0.0	157.74809595743798
1901	1059.7740578579048	361.74965847455763	920.619602469868	0.0	0.0	621.2552663753353	4518.562128859504	0.0	284.199999999999	0.0	0.0	157.74809595743798
1902	1080.0674753214107	595.2388215458758	862.7338649820401	0.0	0.0	681.7168702823063	4518.562128859504	0.0	284.199999999999	0.0	0.0	157.74809595743798
1903	1037.9659237589149	871.8941307819853	747.5156513930583	0.0	0.0	770.8211089247466	4518.562128859504	0.0	284.199999999999	0.0	0.0	157.74809595743798
1904	1191.8057973430894	1060.9325125081646	477.51454556053767	0.0	0.0	805.0437831950996	4518.562128859504	0.0	284.199999999999	0.0	0.0	157.74809595743798
1905	1165.063205081125	1192.8188099867248	316.21663067094244	0.0	0.0	792.3061096742435	4518.562128859504	0.0	284.199999999999	0.0	0.0	157.74809595743798
1906	1328.7676392899507	1171.7592432826793	506.4882684906258	0.0	0.0	772.4919382350112	4518.562128859504	0.0	284.199999999999	0.0	0.0	157.74809595743798
1907	1312.3403355827502	1383.0117135624344	454.00019691686117	0.0	0.0	753.4548272313556	4518.562128859504	0.0	284.199999999999	0.0	0.0	157.74809595743798
1908	1400.7632223847847	1469.9050810625274	389.5811468623321	0.0	0.0	731.4983583446227	4518.562128859504	0.0	284.199999999999	0.0	0.0	157.74809595743798
1909	1346.081988210461	1373.96374926136	535.1529839954503	0.0	0.0	711.8013871442465	4518.562128859504	0.0	284.199999999999	0.0	0.0	157.74809595743798
1910	1381.130070667211	1330.6821283802885	474.51382247164514	0.0	0.0	697.9515046322974	4518.562128859504	0.0	284.199999999999	0.0	0.0	157.74809595743798
1911	1417.9046193560434	1312.669322272557	518.6317583484299	0.0	0.0	685.065581472505	4518.562128859504	0.0	284.199999999999	0.0	0.0	157.74809595743798
1912	1438.1737747682232	1242.08403268186	626.6064327779063	0.0	0.0	681.1141440075963	4518.562128859504	0.0	284.199999999999	0.0	0.0	157.74809595743798
1913	1328.0365086086344	1172.4518217631478	817.073372336886	0.0	0.0	692.2016553022678	4518.562128859504	0.0	284.199999999999	0.0	0.0	157.74809595743798
1914	1339.4643952745673	1094.3178540733886	902.8334207394344	0.0	0.0	717.6539197400659	4518.562128859504	0.0	284.199999999999	0.0	0.0	157.74809595743798
1915	1368.9908514414942	1106.75626732733	905.5869308441523	0.0	0.0	762.2525655015264	4518.562128859504	0.0	284.199999999999	0.0	0.0	157.74809595743798
1916	1463.0452712683136	1382.0975427940705	693.1944124122818	0.0	0.0	778.969180375045	4518.562128859504	0.0	284.199999999999	0.0	0.0	157.74809595743798
1917	1606.0639007878524	1575.6902412819156	556.3643678738605	0.0	0.0	756.3455864375842	4518.562128859504	0.0	284.199999999999	0.0	0.0	157.74809595743798
1918	1439.8366345332554	1510.111587944205	586.8764994702437	0.0	0.0	710.4823449268955	4518.562128859504	0.0	284.199999999999	0.0	0.0	157.74809595743798
1919	1183.5536330113396	1376.210626093029	693.2687786561728	0.0	0.0	654.6099621836524	4518.562128859504	0.0	284.199999999999	0.0	0.0	157.74809595743798
1920	976.3822629098514	1016.6806327136068	665.8448880481407	0.0	0.0	613.011268857856	4518.562128859504	0.0	284.199999999999	0.0	0.0	157.74809595743798
1921	653.7418783581176	634.2333898336503	650.0800063508627	0.0	0.0	596.2177602298646	4488.916547643766	0.0	267.866666666666	0.0	0.0	146.940028127034
1922	714.7913569770482	822.5335068852539	750.6767811512606	0.0	0.0	588.438173421898	4488.916547643766	0.0	267.866666666666	0.0	0.0	146.940028127034
1923	754.7493151687069	791.7009251409472	795.9500969093443	0.0	0.0	589.909081845303	4488.916547643766	0.0	267.866666666666	0.0	0.0	146.940028127034
1924	724.2226907533075	729.1694299614172	734.0160328521165	0.0	0.0	602.2811717824533	4488.916547643766	0.0	267.866666666666	0.0	0.0	146.940028127034
1925	733.9764832428203	767.1457530214781	724.0090480527667	0.0	0.0	638.0445302186853	4488.916547643766	0.0	267.866666666666	0.0	0.0	146.940028127034
1926	874.8417462234837	846.81315516209	674.2502769283346	0.0	0.0	701.1991971901663	4488.916547643766	0.0	267.866666666666	0.0	0.0	146.940028127034
1927	903.2534491350156	891.6825347552895	584.3789235132748	0.0	0.0	787.4395293054573	4488.916547643766	0.0	267.866666666666	0.0	0.0	146.940028127034
1928	1033.3434699272354	884.2335385172183	517.7575250986093	0.0	0.0	818.1268857103344	4488.916547643766	0.0	267.866666666666	0.0	0.0	146.940028127034
1929	1102.4091553684843	857.0748536428733	602.5564537202966	0.0	0.0	805.9197729814176	4488.916547643766	0.0	267.866666666666	0.0	0.0	146.940028127034
1930	1176.0247518827605	949.8779518963503	476.2246864148977	0.0	0.0	782.817066066189	4488.916547643766	0.0	267.866666666666	0.0	0.0	146.940028127034
1931	1188.8658522533995	935.7961126959813	586.7629803125983	0.0	0.0	755.938348927225	4488.916547643766	0.0	267.866666666666	0.0	0.0	146.940028127034
1932	1208.5993737503966	921.3190270097864	636.1377998346768	0.0	0.0	734.6273999368547	4488.916547643766	0.0	267.866666666666	0.0	0.0	146.940028127034
1933	1156.0667541439384	891.3954603590092	601.2312993531892	0.0	0.0	712.9457727529896	4488.916547643766	0.0	267.866666666666	0.0	0.0	146.940028127034
1934	1141.8306042701167	930.1442768267143	537.2113782286589	0.0	0.0	695.8957232565125	4488.916547643766	0.0	267.866666666666	0.0	0.0	146.940028127034
1935	1168.0990839770889	836.7867686142731	444.0944005918904	0.0	0.0	680.558680375404	4488.916547643766	0.0	267.866666666666	0.0	0.0	146.940028127034
1936	1070.1077915539636	799.6277952134762	489.311099501986	0.0	0.0	674.8379315696197	4488.916547643766	0.0	267.866666666666	0.0	0.0	146.940028127034
1937	963.0654254034932	734.8654205392347	672.435150778144	0.0	0.0	685.8519124030904	4488.916547643766	0.0	267.866666666666	0.0	0.0	146.940028127034
